"unigram","bigram","trigram","freq"
"look","at","it",10
"make","me","feel",10
"me","if","i",10
"me","it","was",10
"me","that","i",10
"might","not","be",10
"most","of","us",10
"much","more","than",10
"my","life","and",10
"my","life","is",10
"no","way","to",10
"none","of","the",10
"not","just","the",10
"now","i","am",10
"of","all","time",10
"of","people","who",10
"of","the","biggest",10
"of","the","same",10
"of","the","team",10
"off","to","a",10
"oh","my","god",10
"on","my","face",10
"on","the","edge",10
"on","to","the",10
"one","in","the",10
"or","is","it",10
"out","at","the",10
"out","the","door",10
"part","of","my",10
"percent","of","the",10
"say","that","the",10
"seem","to","have",10
"she","is","a",10
"so","as","to",10
"so","i","decided",10
"so","much","i",10
"something","to","do",10
"take","a","look",10
"thanks","for","your",10
"that","he","had",10
"that","in","the",10
"that","is","what",10
"that","makes","me",10
"that","she","had",10
"that","she","was",10
"that","sounds","like",10
"that","they","were",10
"that","will","be",10
"the","beauty","of",10
"the","best","part",10
"the","case","of",10
"the","city","of",10
"the","corner","of",10
"the","first","place",10
"the","form","of",10
"the","hunger","games",10
"the","key","to",10
"the","lack","of",10
"the","last","two",10
"the","midst","of",10
"the","most","important",10
"the","need","to",10
"the","path","of",10
"the","smell","of",10
"the","white","house",10
"the","whole","thing",10
"the","work","of",10
"them","to","the",10
"there","are","so",10
"they","are","in",10
"thing","to","do",10
"think","of","it",10
"this","but","i",10
"this","is","an",10
"this","is","one",10
"this","week","and",10
"those","who","are",10
"time","for","the",10
"to","be","back",10
"to","be","done",10
"to","be","honest",10
"to","be","my",10
"to","be","part",10
"to","become","a",10
"to","come","up",10
"to","do","in",10
"to","give","a",10
"to","go","on",10
"to","hear","about",10
"to","know","if",10
"to","learn","how",10
"to","play","the",10
"to","say","about",10
"to","see","him",10
"to","see","this",10
"to","set","up",10
"to","take","my",10
"to","the","ground",10
"to","try","to",10
"to","use","the",10
"to","vote","for",10
"to","work","for",10
"to","you","and",10
"us","in","the",10
"want","me","to",10
"was","supposed","to",10
"way","to","start",10
"we","are","not",10
"we","can","get",10
"well","as","a",10
"what","i","am",10
"what","i","have",10
"what","i","want",10
"what","the","hell",10
"what","you","do",10
"whats","going","on",10
"when","i","saw",10
"when","i","see",10
"whether","or","not",10
"which","is","a",10
"will","have","a",10
"will","never","be",10
"wish","i","had",10
"work","for","you",10
"you","are","doing",10
"you","can","be",10
"you","can","make",10
"you","dont","want",10
"you","have","been",10
"you","if","you",10
"you","may","be",10
"a","great","night",9
"a","new","one",9
"a","very","good",9
"a","woman","who",9
"able","to","get",9
"able","to","make",9
"about","an","hour",9
"addition","to","the",9
"agree","with","you",9
"all","have","a",9
"all","i","have",9
"all","i","want",9
"all","of","a",9
"all","of","these",9
"all","the","other",9
"all","the","things",9
"allow","me","to",9
"along","the","way",9
"along","with","a",9
"an","attempt","to",9
"an","opportunity","to",9
"and","a","great",9
"and","dont","forget",9
"and","i","do",9
"and","i","need",9
"and","if","i",9
"and","it","has",9
"and","now","i",9
"and","over","again",9
"and","thank","you",9
"and","then","the",9
"any","of","you",9
"around","the","world",9
"as","for","the",9
"at","least","the",9
"at","the","age",9
"at","the","top",9
"at","this","time",9
"back","and","forth",9
"back","to","sleep",9
"be","interested","in",9
"be","with","you",9
"beginning","of","the",9
"better","than","i",9
"but","i","didnt",9
"but","i","do",9
"but","it","will",9
"but","its","a",9
"but","then","i",9
"but","this","is",9
"can","help","you",9
"copy","of","the",9
"could","have","been",9
"couple","of","days",9
"day","at","work",9
"deal","with","the",9
"do","a","lot",9
"do","not","have",9
"does","not","have",9
"down","on","the",9
"down","the","road",9
"everyone","had","a",9
"excited","about","the",9
"excited","to","be",9
"fan","of","the",9
"feel","like","im",9
"few","days","ago",9
"focus","on","the",9
"follow","me","i",9
"for","a","change",9
"for","a","reason",9
"for","following","me",9
"for","mothers","day",9
"for","the","final",9
"for","the","great",9
"for","the","people",9
"forward","to","it",9
"friends","and","family",9
"front","of","me",9
"give","up","on",9
"give","us","a",9
"go","to","work",9
"going","to","give",9
"great","meeting","you",9
"had","a","blast",9
"had","a","few",9
"had","to","make",9
"hanging","out","with",9
"hate","when","people",9
"have","a","feeling",9
"have","a","nice",9
"have","the","best",9
"have","you","seen",9
"he","did","not",9
"he","told","me",9
"he","would","be",9
"how","can","we",9
"how","can","you",9
"i","began","to",9
"i","believe","that",9
"i","bought","the",9
"i","can","find",9
"i","can","make",9
"i","can","only",9
"i","can","say",9
"i","can","tell",9
"i","cant","help",9
"i","could","be",9
"i","could","go",9
"i","feel","so",9
"i","hate","you",9
"i","have","ever",9
"i","hope","everyone",9
"i","hope","that",9
"i","just","love",9
"i","just","need",9
"i","know","my",9
"i","made","it",9
"i","plan","to",9
"i","realized","that",9
"i","said","i",9
"i","said","it",9
"i","saw","that",9
"i","see","a",9
"i","think","a",9
"i","think","about",9
"i","think","he",9
"i","think","my",9
"i","think","so",9
"i","thought","id",9
"i","used","a",9
"i","wanna","go",9
"i","will","make",9
"i","will","say",9
"i","wonder","how",9
"i","would","not",9
"i","would","say",9
"im","glad","you",9
"im","so","excited",9
"in","case","you",9
"in","high","school",9
"in","my","heart",9
"in","real","life",9
"in","search","of",9
"in","the","front",9
"in","the","midst",9
"in","the","mood",9
"in","the","near",9
"in","the","state",9
"in","the","studio",9
"in","to","the",9
"is","at","the",9
"is","having","a",9
"is","not","only",9
"is","that","they",9
"is","the","same",9
"is","to","be",9
"is","to","get",9
"is","your","favorite",9
"it","i","was",9
"it","if","you",9
"it","is","an",9
"it","is","and",9
"it","makes","me",9
"it","may","be",9
"it","sounds","like",9
"it","takes","a",9
"it","was","really",9
"it","was","that",9
"ive","got","a",9
"ive","never","been",9
"just","dont","get",9
"just","in","time",9
"just","made","my",9
"know","about","you",9
"know","each","other",9
"know","i","am",9
"last","day","of",9
"last","time","i",9
"leave","a","comment",9
"life","is","a",9
"living","in","a",9
"long","as","i",9
"look","at","my",9
"looking","for","the",9
"lot","of","the",9
"lot","of","work",9
"make","sure","that",9
"many","of","them",9
"me","and","the",9
"me","at","the",9
"me","but","i",9
"me","i","am",9
"me","i","will",9
"me","on","twitter",9
"me","that","the",9
"me","to","the",9
"me","when","i",9
"might","as","well",9
"must","have","been",9
"my","wife","and",9
"name","of","the",9
"need","to","find",9
"need","to","know",9
"need","to","take",9
"next","to","the",9
"no","idea","what",9
"not","in","a",9
"now","i","know",9
"now","that","im",9
"number","one","in",9
"of","social","media",9
"of","some","of",9
"of","the","things",9
"of","the","time",9
"of","the","united",9
"of","their","own",9
"of","your","life",9
"off","in","the",9
"on","a","daily",9
"on","a","saturday",9
"on","the","beach",9
"on","the","bus",9
"on","the","left",9
"on","the","right",9
"on","the","same",9
"only","one","who",9
"out","of","a",9
"out","with","the",9
"over","the","last",9
"part","of","it",9
"part","of","me",9
"part","of","your",9
"result","of","the",9
"see","you","soon",9
"seems","to","have",9
"she","has","no",9
"she","wants","to",9
"she","was","a",9
"so","i","guess",9
"so","i","thought",9
"so","i","was",9
"so","proud","of",9
"so","that","the",9
"so","this","is",9
"something","like","that",9
"soon","as","i",9
"sorry","to","hear",9
"st","patricks","day",9
"tell","me","what",9
"thank","god","for",9
"thanks","for","all",9
"that","i","cant",9
"that","i","didnt",9
"that","i","know",9
"that","if","i",9
"that","is","all",9
"that","no","one",9
"that","they","can",9
"that","was","the",9
"the","answer","to",9
"the","author","of",9
"the","car","and",9
"the","day","after",9
"the","day","and",9
"the","day","i",9
"the","death","of",9
"the","first","day",9
"the","first","one",9
"the","first","thing",9
"the","grocery","store",9
"the","help","of",9
"the","length","of",9
"the","more","i",9
"the","near","future",9
"the","new","year",9
"the","price","of",9
"the","quality","of",9
"the","release","of",9
"the","sound","of",9
"the","spirit","of",9
"the","way","the",9
"them","in","the",9
"there","is","an",9
"there","is","something",9
"there","were","some",9
"they","are","so",9
"they","will","be",9
"things","to","do",9
"think","about","it",9
"this","has","been",9
"this","is","something",9
"this","week","is",9
"time","to","be",9
"to","be","good",9
"to","check","it",9
"to","do","what",9
"to","focus","on",9
"to","get","there",9
"to","get","this",9
"to","hear","from",9
"to","join","us",9
"to","keep","the",9
"to","know","about",9
"to","make","you",9
"to","new","york",9
"to","pay","for",9
"to","prepare","for",9
"to","read","it",9
"to","see","them",9
"to","the","store",9
"to","use","it",9
"to","wake","up",9
"too","much","time",9
"trying","not","to",9
"trying","to","be",9
"two","of","the",9
"up","the","good",9
"waiting","for","the",9
"wanted","to","be",9
"was","great","to",9
"was","looking","for",9
"way","back","to",9
"we","all","know",9
"we","cant","wait",9
"we","decided","to",9
"we","got","to",9
"wed","love","to",9
"what","about","you",9
"what","i","mean",9
"what","would","you",9
"what","you","can",9
"when","he","was",9
"when","i","have",9
"when","i","started",9
"when","we","were",9
"where","did","you",9
"where","you","are",9
"where","you","can",9
"why","am","i",9
"why","do","you",9
"with","a","little",9
"would","be","great",9
"you","all","have",9
"you","are","in",9
"you","can","also",9
"you","can","go",9
"you","do","it",9
"you","in","a",9
"you","know","it",9
"you","might","be",9
"you","never","know",9
"you","right","now",9
"you","say","that",9
"a","big","deal",8
"a","big","fan",8
"a","break","from",8
"a","few","months",8
"a","good","night",8
"a","great","job",8
"a","great","show",8
"a","handful","of",8
"a","long","way",8
"a","night","of",8
"a","photo","of",8
"a","place","of",8
"a","shout","out",8
"a","while","and",8
"able","to","see",8
"about","how","much",8
"about","it","i",8
"about","the","new",8
"again","and","again",8
"all","i","can",8
"all","of","our",8
"all","sorts","of",8
"and","all","that",8
"and","by","the",8
"and","check","out",8
"and","decided","to",8
"and","had","to",8
"and","how","much",8
"and","i","feel",8
"and","i","thought",8
"and","it","just",8
"and","let","it",8
"and","ready","to",8
"and","she","is",8
"and","should","be",8
"and","so","is",8
"and","so","on",8
"and","some","of",8
"and","thanks","for",8
"and","want","to",8
"and","we","can",8
"and","you","are",8
"as","it","was",8
"as","we","are",8
"at","least","a",8
"at","least","one",8
"attention","to","the",8
"back","to","work",8
"back","to","you",8
"based","on","a",8
"be","willing","to",8
"because","i","know",8
"better","than","the",8
"between","the","two",8
"birthday","to","my",8
"both","of","us",8
"but","at","least",8
"but","by","the",8
"but","i","also",8
"but","i","had",8
"but","i","havent",8
"but","i","still",8
"but","its","not",8
"but","they","are",8
"but","we","have",8
"can","get","a",8
"click","on","the",8
"closer","to","the",8
"coming","out","of",8
"did","not","have",8
"did","you","do",8
"do","have","a",8
"do","not","know",8
"dont","have","any",8
"dont","have","the",8
"dont","think","the",8
"during","the","day",8
"each","and","every",8
"excited","to","see",8
"family","and","friends",8
"figure","out","how",8
"for","a","chance",8
"for","a","second",8
"for","all","your",8
"for","it","to",8
"for","me","it",8
"for","my","birthday",8
"for","no","reason",8
"for","the","sake",8
"for","the","summer",8
"for","the","support",8
"for","the","weekend",8
"for","us","to",8
"for","you","and",8
"friends","who","have",8
"game","of","the",8
"go","to","bed",8
"going","to","bed",8
"going","to","start",8
"going","to","try",8
"good","luck","with",8
"hall","of","fame",8
"happy","to","see",8
"has","been","the",8
"has","to","do",8
"have","a","wonderful",8
"he","is","not",8
"he","said","he",8
"he","said","i",8
"he","was","going",8
"he","was","the",8
"here","and","there",8
"here","on","the",8
"here","we","go",8
"his","or","her",8
"history","of","the",8
"hope","all","is",8
"hope","everyone","had",8
"hope","you","can",8
"how","did","you",8
"how","have","you",8
"how","much","he",8
"how","much","of",8
"how","much","you",8
"i","added","a",8
"i","already","have",8
"i","am","an",8
"i","am","looking",8
"i","believe","in",8
"i","can","never",8
"i","can","not",8
"i","cant","even",8
"i","cant","remember",8
"i","cant","see",8
"i","could","do",8
"i","could","see",8
"i","didnt","realize",8
"i","found","a",8
"i","found","it",8
"i","found","out",8
"i","get","it",8
"i","got","home",8
"i","got","this",8
"i","have","not",8
"i","have","used",8
"i","havent","seen",8
"i","hope","they",8
"i","just","had",8
"i","kind","of",8
"i","know","a",8
"i","know","is",8
"i","know","right",8
"i","like","your",8
"i","lived","in",8
"i","made","the",8
"i","may","not",8
"i","must","say",8
"i","need","some",8
"i","really","love",8
"i","say","that",8
