"unigram","BigramTM","TrigramTM","freq"
"and","a","great",5
"and","even","though",5
"and","had","to",5
"and","i","could",5
"and","i","didnt",5
"and","i","got",5
"and","i","hope",5
"and","i","like",5
"and","i","need",5
"and","i","thought",5
"and","it","will",5
"and","its","a",5
"and","kindness","we",5
"and","lots","of",5
"and","make","a",5
"and","ready","to",5
"and","thanks","for",5
"and","the","new",5
"and","the","other",5
"and","then","there",5
"and","want","to",5
"and","we","have",5
"and","we","will",5
"any","kind","of",5
"any","of","you",5
"are","invited","to",5
"are","responsible","for",5
"are","those","who",5
"around","the","world",5
"as","a","whole",5
"as","bad","as",5
"as","i","do",5
"as","i","got",5
"asking","me","to",5
"at","first","i",5
"at","one","of",5
"at","the","beach",5
"back","to","work",5
"back","to","you",5
"be","a","long",5
"be","afraid","to",5
"be","the","only",5
"be","with","you",5
"because","i","dont",5
"because","that","is",5
"been","in","the",5
"been","one","of",5
"been","up","to",5
"better","to","be",5
"black","and","white",5
"but","i","hope",5
"but","i","still",5
"but","it","has",5
"but","thats","not",5
"but","this","time",5
"by","the","name",5
"can","also","be",5
"can","do","this",5
"can","make","it",5
"can","see","the",5
"can","we","expect",5
"cant","help","but",5
"cant","wait","till",5
"chocolate","chip","cookies",5
"cinco","de","mayo",5
"coming","out","of",5
"congrats","on","the",5
"could","go","on",5
"couple","of","times",5
"cup","of","coffee",5
"day","and","i",5
"day","i","was",5
"deal","with","the",5
"depends","on","the",5
"did","not","have",5
"didnt","have","to",5
"do","not","know",5
"do","you","go",5
"do","you","see",5
"does","not","have",5
"done","in","the",5
"dont","be","afraid",5
"dont","get","me",5
"dont","have","the",5
"dont","like","this",5
"dont","tell","me",5
"down","to","the",5
"else","in","the",5
"even","in","the",5
"everything","in","the",5
"exactly","what","i",5
"executive","order","no",5
"figure","out","what",5
"find","a","way",5
"find","out","that",5
"first","of","all",5
"first","time","i",5
"first","time","in",5
"focus","on","the",5
"for","a","chance",5
"for","a","moment",5
"for","as","long",5
"for","him","to",5
"for","it","to",5
"for","me","and",5
"for","my","birthday",5
"for","stopping","by",5
"for","the","love",5
"for","the","rest",5
"for","the","summer",5
"for","those","of",5
"for","us","to",5
"forward","to","this",5
"forward","to","your",5
"friends","and","family",5
"from","a","distance",5
"from","all","of",5
"from","the","first",5
"gave","me","the",5
"get","a","free",5
"get","a","good",5
"get","in","the",5
"get","ready","for",5
"get","rid","of",5
"getting","ready","for",5
"give","it","a",5
"going","back","to",5
"going","on","here",5
"going","to","take",5
"going","to","work",5
"got","a","lot",5
"got","to","be",5
"got","to","the",5
"had","a","dream",5
"had","one","of",5
"had","the","opportunity",5
"has","a","very",5
"has","been","the",5
"hate","when","people",5
"have","a","feeling",5
"have","a","new",5
"have","a","wonderful",5
"have","been","the",5
"have","their","own",5
"have","to","admit",5
"have","to","take",5
"have","to","work",5
"have","yet","to",5
"have","you","seen",5
"he","said","he",5
"heart","of","the",5
"here","are","the",5
"here","i","am",5
"here","is","a",5
"hes","going","to",5
"him","in","the",5
"hole","in","the",5
"hope","all","is",5
"hope","you","can",5
"hope","you","enjoyed",5
"hope","you","had",5
"how","is","that",5
"how","many","of",5
"how","much","it",5
"i","absolutely","love",5
"i","am","currently",5
"i","am","just",5
"i","am","the",5
"i","believe","that",5
"i","can","find",5
"i","can","still",5
"i","cant","believe",5
"i","cant","do",5
"i","cant","get",5
"i","could","do",5
"i","could","just",5
"i","didnt","think",5
"i","do","i",5
"i","dont","need",5
"i","dont","really",5
"i","feel","so",5
"i","felt","a",5
"i","find","myself",5
"i","have","not",5
"i","havent","been",5
"i","hope","they",5
"i","just","cant",5
"i","just","need",5
"i","like","your",5
"i","look","at",5
"i","love","this",5
"i","made","it",5
"i","miss","the",5
"i","need","more",5
"i","need","some",5
"i","need","someone",5
"i","only","have",5
"i","really","like",5
"i","really","need",5
"i","saw","a",5
"i","saw","the",5
"i","see","the",5
"i","should","be",5
"i","started","to",5
"i","swear","i",5
"i","the","only",5
"i","think","about",5
"i","think","he",5
"i","think","of",5
"i","think","they",5
"i","thought","about",5
"i","thought","id",5
"i","thought","that",5
"i","thought","they",5
"i","thought","you",5
"i","told","him",5
"i","took","the",5
"i","wanna","go",5
"i","want","a",5
"i","was","going",5
"i","was","hoping",5
"i","was","on",5
"i","will","follow",5
"i","will","have",5
"i","will","say",5
"if","i","dont",5
"if","i","have",5
"if","i","were",5
"if","they","were",5
"im","a","big",5
"im","glad","you",5
"im","in","a",5
"im","proud","of",5
"im","such","a",5
"im","talking","about",5
"in","a","hurry",5
"in","a","relationship",5
"in","charge","of",5
"in","one","of",5
"in","recent","years",5
"in","such","a",5
"in","the","bible",5
"in","the","bottom",5
"in","the","case",5
"in","the","dark",5
"in","the","early",5
"in","the","film",5
"in","the","house",5
"in","the","office",5
"in","the","second",5
"in","the","water",5
"in","the","wrong",5
"in","time","to",5
"is","a","bitch",5
"is","expected","to",5
"is","going","on",5
"is","good","and",5
"is","it","that",5
"is","my","favorite",5
"is","on","the",5
"is","talking","about",5
"is","the","way",5
"it","came","to",5
"it","does","not",5
"it","feels","like",5
"it","in","a",5
"it","is","just",5
"it","is","only",5
"it","is","our",5
"it","is","to",5
"it","is","very",5
"it","out","and",5
"it","seems","to",5
"it","was","in",5
"its","a","little",5
"its","not","even",5
"its","not","just",5
"its","not","like",5
"its","not","the",5
"ive","been","in",5
"ive","never","been",5
"just","got","to",5
"just","in","case",5
"just","look","at",5
"know","who","i",5
"last","year","and",5
"laugh","out","loud",5
"lets","talk","about",5
"life","in","the",5
"long","as","i",5
"look","at","it",5
"looking","for","some",5
"lot","of","people",5
"lot","of","the",5
"lot","of","time",5
"love","me","some",5
"lucky","enough","to",5
"majority","of","the",5
"make","it","through",5
"many","of","us",5
"may","be","a",5
"me","i","dont",5
"me","on","the",5
"me","right","now",5
"me","want","to",5
"might","as","well",5
"might","be","a",5
"might","not","be",5
"mom","and","dad",5
"moment","when","you",5
"more","than","just",5
"more","than","the",5
"my","best","friend",5
"my","friends","and",5
"my","husband","and",5
"my","mind","is",5
"my","mom","and",5
"my","name","is",5
"nearly","impossible","to",5
"need","someone","to",5
"needed","to","be",5
"needed","to","get",5
"needless","to","say",5
"never","been","to",5
"new","york","and",5
"nice","to","meet",5
"no","need","for",5
"no","one","else",5
"no","one","is",5
"no","way","to",5
"not","a","bad",5
"not","as","much",5
"not","at","all",5
"not","have","a",5
"not","sure","how",5
"not","sure","i",5
"not","sure","what",5
"nothing","more","than",5
"now","i","am",5
"now","i","have",5
"now","that","i",5
"of","a","woman",5
"of","course","you",5
"of","it","and",5
"of","my","favorites",5
"of","my","head",5
"of","people","in",5
"of","the","first",5
"of","the","great",5
"of","the","house",5
"of","the","kids",5
"of","the","night",5
"of","the","one",5
"of","the","s",5
"of","this","book",5
"of","those","who",5
"oh","my","god",5
"on","a","new",5
"on","a","sunday",5
"on","and","on",5
"on","how","to",5
"on","it","and",5
"on","its","way",5
"on","monday","i",5
"on","my","own",5
"on","the","left",5
"on","the","list",5
"on","the","show",5
"other","side","of",5
"out","for","a",5
"out","into","the",5
"out","of","bed",5
"out","of","her",5
"out","to","the",5
"outside","of","the",5
"over","the","past",5
"over","the","top",5
"part","of","my",5
"people","are","so",5
"people","in","the",5
"person","in","the",5
"pick","up","the",5
"point","where","i",5
"president","of","the",5
"put","up","a",5
"really","want","to",5
"reminded","me","of",5
"result","of","the",5
"s","and","s",5
"say","that","the",5
"sc","in","sc",5
"see","you","in",5
"see","you","on",5
"similar","to","the",5
"since","i","have",5
"so","be","sure",5
"so","i","thought",5
"so","nice","to",5
"so","there","is",5
"so","this","is",5
"so","we","can",5
"so","what","if",5
"so","when","i",5
"someone","who","has",5
"such","as","the",5
"take","the","time",5
"takes","place","in",5
"thanks","for","all",5
"thanks","for","connecting",5
"thanks","to","for",5
"that","had","been",5
"that","have","been",5
"that","he","would",5
"that","i","love",5
"that","i","needed",5
"that","i","really",5
"that","if","you",5
"that","it","will",5
"that","makes","me",5
"that","makes","you",5
"that","there","are",5
"that","this","was",5
"that","when","i",5
"that","will","be",5
"the","atlantic","yards",5
"the","benefit","of",5
"the","best","part",5
"the","book","of",5
"the","center","of",5
"the","country","and",5
"the","day","with",5
"the","death","of",5
"the","direction","of",5
"the","door","and",5
"the","ground","and",5
"the","holy","spirit",5
"the","kind","words",5
"the","last","time",5
"the","last","years",5
"the","living","room",5
"the","morning","and",5
"the","most","amazing",5
"the","next","day",5
"the","next","morning",5
"the","one","thing",5
"the","only","person",5
"the","past","two",5
"the","people","in",5
"the","president","of",5
"the","process","of",5
"the","real","world",5
"the","role","of",5
"the","shout","out",5
"the","source","of",5
"the","start","of",5
"the","story","of",5
"the","subject","of",5
"the","things","i",5
"the","time","it",5
"the","title","of",5
"the","two","of",5
"the","us","and",5
"the","world","has",5
"the","world","is",5
"the","world","to",5
"there","are","those",5
"there","was","nothing",5
"there","was","some",5
"there","were","no",5
"they","are","all",5
"they","are","not",5
"they","do","not",5
"they","had","a",5
"they","have","a",5
"they","should","be",5
"they","will","be",5
"they","would","be",5
"thing","to","do",5
"think","i","am",5
"think","i","should",5
"this","is","my",5
"this","is","not",5
"this","time","i",5
"this","will","be",5
"those","are","the",5
"though","it","is",5
"time","at","the",5
"time","of","the",5
"time","of","year",5
"time","to","get",5
"time","to","go",5
"time","with","my",5
"to","a","great",5
"to","be","as",5
"to","be","called",5
"to","be","fair",5
"to","be","more",5
"to","be","out",5
"to","be","part",5
"to","be","seen",5
"to","be","sure",5
"to","believe","in",5
"to","catch","up",5
"to","create","the",5
"to","do","in",5
"to","everyone","who",5
"to","for","the",5
"to","get","back",5
"to","get","her",5
"to","get","in",5
"to","get","that",5
"to","get","them",5
"to","get","there",5
"to","get","up",5
"to","give","a",5
"to","hang","out",5
"to","have","some",5
"to","head","to",5
"to","hear","it",5
"to","hear","that",5
"to","join","the",5
"to","join","us",5
"to","learn","more",5
"to","look","forward",5
"to","make","sure",5
"to","play","with",5
"to","say","i",5
"to","say","something",5
"to","see","him",5
"to","sit","down",5
"to","take","it",5
"to","tell","us",5
"to","the","bottom",5
"to","the","ground",5
"to","the","same",5
"to","the","world",5
"to","you","as",5
"told","me","to",5
"told","you","to",5
"up","in","a",5
"up","the","good",5
"us","a","call",5
"wait","to","have",5
"want","to","make",5
"was","that","the",5
"way","to","start",5
"we","all","have",5
"we","all","know",5
"we","are","a",5
"we","are","going",5
"we","have","the",5
"we","hope","you",5
"we","love","you",5
"we","went","to",5
"we","would","have",5
"wed","love","to",5
"went","into","the",5
"went","to","bed",5
"were","in","the",5
"what","is","it",5
"what","it","takes",5
"what","time","is",5
"what","you","are",5
"when","i","am",5
"when","i","have",5
"where","did","you",5
"where","you","can",5
"which","is","the",5
"who","is","in",5
"will","be","at",5
"will","be","in",5
"will","try","to",5
"wish","i","was",5
"with","a","new",5
"with","all","my",5
"working","on","the",5
"would","be","like",5
"would","you","like",5
"you","and","the",5
"you","are","doing",5
"you","are","so",5
"you","as","well",5
"you","do","not",5
"you","dont","like",5
"you","for","being",5
"you","if","you",5
"you","live","in",5
"you","need","a",5
"you","when","you",5
"youre","going","to",5
"a","bad","mood",4
"a","big","deal",4
"a","big","fan",4
"a","brand","new",4
"a","call","from",4
"a","conversation","with",4
"a","desire","to",4
"a","few","miles",4
"a","friday","night",4
"a","friend","of",4
"a","gift","from",4
"a","good","idea",4
"a","great","job",4
"a","great","one",4
"a","handful","of",4
"a","kind","of",4
"a","long","week",4
"a","need","to",4
"a","photo","of",4
"a","secretary","of",4
"a","set","of",4
"a","shout","out",4
"a","state","of",4
"a","third","of",4
"a","tour","of",4
"a","trip","to",4
"a","variety","of",4
"a","very","happy",4
"a","very","special",4
"a","way","that",4
"a","while","but",4
"a","whole","new",4
"a","woman","who",4
"a","year","and",4
"a","year","old",4
"able","to","do",4
"about","to","go",4
"about","to","hit",4
"about","to","start",4
"across","the","street",4
"after","that","i",4
"again","and","again",4
"all","day","and",4
"all","of","his",4
"all","or","nothing",4
"all","the","other",4
"all","the","people",4
"all","the","things",4
"along","with","the",4
"also","have","a",4
"am","i","the",4
"amount","of","time",4
"an","awful","lot",4
"an","interview","with",4
"and","a","big",4
"and","congrats","on",4
"and","enjoy","the",4
"and","get","a",4
"and","has","been",4
"and","have","a",4
"and","how","much",4
"and","i","can",4
"and","i","do",4
"and","i","realized",4
"and","it","has",4
"and","its","been",4
"and","most","of",4
"and","now","you",4
"and","of","the",4
"and","on","the",4
"and","put","them",4
"and","see","what",4
"and","tell","me",4
"and","thank","you",4
"and","the","girl",4
"and","they","were",4
"and","this","time",4
"and","trying","to",4
"and","we","can",4
"and","we","were",4
"and","you","cant",4
"and","you","have",4
"and","your","family",4
"anyone","know","how",4
"are","a","few",4
"are","so","many",4
"are","the","most",4
"are","you","guys",4
"as","i","am",4
"as","i","love",4
"as","it","should",4
"as","often","as",4
"associated","with","the",4
"at","all","i",4
"at","am","on",4
"at","home","i",4
"at","one","point",4
"at","the","hospital",4
"at","the","university",4
"away","from","home",4
"back","from","the",4
"back","in","a",4
"back","into","the",4
"back","to","sleep",4
"be","back","in",4
"be","the","most",4
"because","i","was",4
"because","it","has",4
"because","we","are",4
"behind","the","scenes",4
"benefit","of","the",4
"best","way","to",4
"between","the","two",4
"birthday","to","my",4
"birthday","to","you",4
"busy","busy","busy",4
