"unigram","BigramTM","TrigramTM","QuadgramTM","freq"
"was","looking","for","a",2
"was","lucky","enough","to",2
"was","not","able","to",2
"was","on","the","first",2
"was","on","the","same",2
"was","part","of","the",2
"was","reported","that","the",2
"was","scary","as","hell",2
"was","so","excited","to",2
"was","so","much","fun",2
"was","still","there","on",2
"was","supposed","to","be",2
"was","talking","about","the",2
"was","to","be","the",2
"was","trying","to","figure",2
"was","when","he","was",2
"way","back","to","the",2
"way","to","deal","with",2
"way","to","get","people",2
"we","all","know","that",2
"we","are","in","the",2
"we","are","looking","for",2
"we","are","responsible","for",2
"we","are","treated","to",2
"we","can","all","agree",2
"we","can","work","on",2
"we","decided","to","try",2
"we","do","not","have",2
"we","expect","others","to",2
"we","go","any","further",2
"we","got","to","the",2
"we","have","a","lot",2
"we","have","a","new",2
"we","have","lost","the",2
"we","hope","you","all",2
"we","just","had","a",2
"we","may","be","in",2
"we","might","have","an",2
"we","need","to","be",2
"we","need","to","do",2
"we","need","to","go",2
"we","need","to","talk",2
"we","now","have","a",2
"we","should","do","that",2
"we","still","do","not",2
"we","want","to","see",2
"we","want","you","to",2
"we","were","on","the",2
"we","were","waiting","for",2
"we","will","be","able",2
"we","will","be","in",2
"we","will","get","those",2
"we","will","try","to",2
"we","would","not","be",2
"wed","love","to","have",2
"week","is","flying","by",2
"weeks","at","a","time",2
"weeks","of","school","left",2
"welcome","to","our","new",2
"well","get","through","this",2
"well","i","love","you",2
"well","in","third","quarter",2
"well","into","the","night",2
"well","that","was","a",2
"were","able","to","make",2
"were","all","excited","to",2
"were","looking","forward","to",2
"were","not","able","to",2
"what","a","droid","flagship",2
"what","a","glorious","day",2
"what","a","way","to",2
"what","book","would","you",2
"what","can","i","say",2
"what","can","you","do",2
"what","did","they","do",2
"what","do","you","have",2
"what","do","you","want",2
"what","does","this","all",2
"what","ever","happened","to",2
"what","goes","on","in",2
"what","happens","when","you",2
"what","i","do","i",2
"what","i","have","to",2
"what","i","was","looking",2
"what","im","talking","about",2
"what","is","up","with",2
"what","it","is","a",2
"what","it","would","be",2
"what","its","like","to",2
"what","point","do","we",2
"what","the","problem","is",2
"what","they","have","to",2
"what","time","is","it",2
"what","was","i","supposed",2
"what","we","do","best",2
"what","we","dont","have",2
"what","we","have","now",2
"what","would","be","the",2
"what","you","are","saying",2
"what","you","need","to",2
"what","you","were","talking",2
"what","youre","saying","is",2
"whats","going","on","here",2
"whats","happening","in","the",2
"when","can","we","expect",2
"when","he","was","a",2
"when","i","need","you",2
"when","i","think","about",2
"when","i","thought","i",2
"when","i","was","in",2
"when","i","went","to",2
"when","there","is","a",2
"when","they","grow","up",2
"when","we","got","to",2
"when","you","are","hungry",2
"when","you","feel","like",2
"when","you","give","me",2
"when","you","live","in",2
"when","you","need","to",2
"when","you","say","that",2
"when","you","see","a",2
"when","you","see","the",2
"when","you","take","it",2
"when","you","want","something",2
"where","can","i","get",2
"where","did","you","get",2
"where","have","you","been",2
"where","he","seems","to",2
"where","in","the","world",2
"where","the","fuck","is",2
"where","there","are","no",2
"where","you","can","find",2
"where","you","started","you",2
"whether","or","not","they",2
"which","had","its","own",2
"which","i","think","is",2
"which","is","why","it",2
"while","waiting","for","the",2
"who","came","out","to",2
"who","cant","seem","to",2
"who","has","been","a",2
"why","do","so","many",2
"why","does","it","change",2
"why","i","am","now",2
"why","i","do","not",2
"why","i","want","to",2
"why","me","why","me",2
"why","should","they","care",2
"will","allow","you","to",2
"will","be","glad","to",2
"will","be","on","at",2
"will","be","played","this",2
"will","be","the","first",2
"will","be","the","only",2
"will","check","it","out",2
"will","grow","up","and",2
"will","help","them","to",2
"will","just","have","to",2
"will","never","be","the",2
"will","say","this","if",2
"will","you","be","in",2
"win","a","set","of",2
"wish","i","could","be",2
"wish","i","could","go",2
"wish","i","could","have",2
"wish","i","could","say",2
"with","a","feeling","of",2
"with","a","group","of",2
"with","a","little","bit",2
"with","a","lot","of",2
"with","a","man","who",2
"with","a","smile","on",2
"with","all","of","that",2
"with","all","of","you",2
"with","me","right","now",2
"with","one","of","my",2
"with","some","of","the",2
"with","the","fact","that",2
"with","the","help","of",2
"with","the","idea","that",2
"with","the","windows","open",2
"with","us","at","the",2
"with","whom","he","is",2
"with","you","at","the",2
"with","you","one","day",2
"with","your","facebook","friends",2
"womens","day","to","all",2
"wonder","what","its","like",2
"wont","be","able","to",2
"wood","and","his","staff",2
"words","cant","describe","how",2
"work","a","day","in",2
"work","from","the","comfort",2
"work","together","to","produce",2
"working","on","a","new",2
"working","on","a","standard",2
"world","health","organization","who",2
"would","be","a","great",2
"would","be","a","perfect",2
"would","be","cool","if",2
"would","be","great","to",2
"would","be","interested","in",2
"would","be","like","to",2
"would","be","nearly","impossible",2
"would","be","the","first",2
"would","follow","me","it",2
"would","get","rid","of",2
"would","give","you","a",2
"would","go","to","the",2
"would","have","been","a",2
"would","have","made","it",2
"would","like","to","apply",2
"would","like","to","thank",2
"would","love","to","but",2
"would","love","to","get",2
"would","love","to","have",2
"would","make","a","good",2
"would","make","a","nice",2
"would","say","that","the",2
"xm","relay","team","of",2
"year","after","year","i",2
"years","and","recertify","by",2
"yes","we","do","have",2
"you","a","shout","out",2
"you","are","doing","you",2
"you","are","interested","in",2
"you","are","not","going",2
"you","are","planning","to",2
"you","are","reading","this",2
"you","be","the","judge",2
"you","can","draw","on",2
"you","can","find","a",2
"you","can","go","ahead",2
"you","can","go","to",2
"you","can","make","a",2
"you","can","make","it",2
"you","can","only","imagine",2
"you","can","see","above",2
"you","can","see","how",2
"you","can","take","to",2
"you","can","thank","me",2
"you","cant","afford","it",2
"you","dare","try","to",2
"you","dont","follow","me",2
"you","dont","know","how",2
"you","dont","look","like",2
"you","dont","need","to",2
"you","even","if","i",2
"you","feel","like","the",2
"you","find","yourself","in",2
"you","follow","me","i",2
"you","for","the","rt",2
"you","get","a","chance",2
"you","get","the","picture",2
"you","get","to","the",2
"you","guys","going","to",2
"you","had","a","blast",2
"you","had","to","go",2
"you","happen","to","be",2
"you","happy","new","year",2
"you","hate","it","when",2
"you","have","a","choice",2
"you","have","a","good",2
"you","have","a","lot",2
"you","have","any","questions",2
"you","have","to","admire",2
"you","have","to","be",2
"you","have","to","follow",2
"you","know","ill","be",2
"you","know","that","you",2
"you","know","what","is",2
"you","know","what","would",2
"you","may","want","to",2
"you","mean","to","tell",2
"you","need","to","come",2
"you","or","someone","you",2
"you","sent","me","the",2
"you","should","follow","me",2
"you","so","much","and",2
"you","so","much","for",2
"you","so","so","so",2
"you","spend","more","time",2
"you","still","have","the",2
"you","take","it","to",2
"you","think","about","it",2
"you","think","i","want",2
"you","think","this","is",2
"you","think","you","know",2
"you","to","notice","me",2
"you","too","can","we",2
"you","trying","to","get",2
"you","turn","around","and",2
"you","want","to","try",2
"you","were","talking","about",2
"you","will","always","be",2
"you","will","find","it",2
"you","will","need","to",2
"you","would","be","the",2
"you","would","think","i",2
"your","home","as","a",2
"your","life","it","is",2
"youre","doing","it","wrong",2
"youre","not","following","me",2
"youre","not","going","to",2
